Title,IMDb Rating,Year,Genre,Director
The Last Avatar,4.6,2014,Drama,Jay Weidner
Confessions from the David Galaxy Affair,3.2,1979,Comedy,Willy Roe
Charlie's Country,7.2,2013,Adventure,Rolf de Heer
Epidemic,6,1987,Drama,Lars von Trier
Angélique,6.1,2013,Adventure,Ariel Zeitoun
The Closet,5.7,2020,Horror,Kwang-bin Kim
I'll Be There,6.4,2003,Comedy,Craig Ferguson
The Great Indian Kitchen,8.2,2021,Comedy,Jeo Baby
My Teacher's Wife,5.4,1999,Comedy,Bruce Leddy
Il sesso della strega,4.3,1973,Horror,Angelo Pannacciò
The Penitent Thief,3.2,2020,Drama,Lucas Miles
Djibouti,5,2021,Drama,S.J. Sinu
Khal Nayak,7.1,1993,Action,Subhash Ghai
Hungama 2,3.2,2021,Comedy,Priyadarshan
Judaai,6.1,1997,Comedy,Raj Kanwar
Dai jui bou,6.4,2012,Action,Roy Hin Yeung Chow
Alemão 2,6.2,2022,Action,José Eduardo Belmonte
Intikam kadini,4.4,1979,Crime,Naki Yurter
Cyst,4.4,2020,Comedy,Tyler Russell
Anamorph,5.4,2007,Crime,Henry Miller
Kiss and Cry,6.7,2017,Biography,Sean Cisterna
Sarusuberi: Miss Hokusai,6.7,2015,Animation,Stephanie Sheh
Gekijô-ban Naruto Shippûden: Hi no ishi wo tsugu mono,7,2009,Animation,Masahiko Murata
On Wings of Eagles,5.6,2016,Biography,Michael Parker
Shadow Dancer,4.2,1995,Thriller,Michael Paul Girard
Destruction Los Angeles,4,2017,Action,Tibor Takács
Arizona Raiders,5.8,1965,Western,William Witney
The Groomsmen,6.1,2006,Comedy,Edward Burns
A Canterbury Tale,7.4,1944,Comedy,Michael Powell
From Hell to Texas,6.9,1958,Action,Henry Hathaway
Philadelphia Experiment II,4.5,1993,Action,Stephen Cornwell
The Vampire Bat,5.7,1933,Drama,Frank R. Strayer
Locked In,4.7,2010,Drama,Suri Krishnamma
The Holiday Calendar,5.7,2018,Comedy,Bradley Walsh
The Devil's Tomb,3.7,2009,Action,Jason Connery
Under the Bed,4.5,2012,Drama,Steven C. Miller
Amjeon,5.3,2019,Horror,Kim Jin-won
The Girl in the Park,6.3,2007,Drama,David Auburn
Deep Space,4.4,1988,Horror,Fred Olen Ray
The Legend of Lylah Clare,5.8,1968,Drama,Robert Aldrich
Light from Light,5.9,2019,Drama,Paul Harrill
Fleshpot on 42nd Street,5.4,1973,Drama,Andy Milligan
26 nyeon,6.3,2012,Crime,Geun-hyun Cho
Peppa Pig: My First Cinema Experience,4.2,2017,Animation,Iwan Watson
Il toro,6.7,1994,Comedy,Carlo Mazzacurati
Aala Kaf Ifrit,7,2017,Crime,Kaouther Ben Hania
Bunnyman Vengeance,3,2017,Horror,Carl Lindbergh
The Nutt House,3.7,1992,Comedy,Scott Spiegel
Happy Halloween Scooby-Doo!,6.2,2020,Animation,Maxwell Atoms
Peepli [Live],7.4,2010,Comedy,Mahmood Farooqui
I guerrieri dell'anno 2072,4.7,1984,Action,Lucio Fulci
Toda Nudez Será Castigada,7,1973,Drama,Arnaldo Jabor
The Boynton Beach Bereavement Club,6.4,2005,Comedy,Susan Seidelman
Chompy & the Girls,6,2021,Comedy,Skye Braband
Løvekvinnen,6.6,2016,Drama,Vibeke Idsøe
Captives,6.2,1994,Crime,Angela Pope
El fantasma del convento,6.9,1934,Adventure,Fernando de Fuentes
Sanning eller konsekvens,5.1,1997,Family,Christina Olofson
La coupure,4.7,2006,Drama,Jean Châteauvert
Legend of Siren XX: Diabolic Lust,7.2,2009,Drama,Shintarô Ashizuka
Castle Rock,4.8,2000,Action,Craig Clyde
Bella,7.1,2006,Drama,Alejandro Monteverde
One Night Stand,3.2,2016,Drama,Jasmine D'Souza
Ek Ladki Ko Dekha Toh Aisa Laga,5.6,2019,Comedy,Shelly Chopra Dhar
Haluan rakastaa Peter,4.8,1972,Drama,Matti Kassila
Tesnota,6.8,2017,Drama,Kantemir Balagov
Numb,6.6,2007,Comedy,Harris Goldberg
Remember Me,5.7,2019,Comedy,Martín Rosete
Take a Girl Like You,5.6,1970,Comedy,Jonathan Miller
Such Good Friends,6.1,1971,Comedy,Otto Preminger
Zig Zag,5.9,2002,Drama,David S. Goyer
Family Life,7.6,1971,Drama,Ken Loach
The Chant of Jimmie Blacksmith,7.3,1978,Biography,Fred Schepisi
Tai-Pan,5.5,1986,Adventure,Daryl Duke
Yunhui-ege,7,2019,Drama,Dae Hyung Lim
C.S.A.: The Confederate States of America,6.3,2004,Comedy,Kevin Willmott
Vinterbrødre,6.4,2017,Drama,Hlynur Pálmason
Drawing Restraint 9,6.5,2005,Fantasy,Matthew Barney
Nightmare,6.4,1956,Crime,Maxwell Shane
The Big Man,5.7,1990,Crime,David Leland
Muffin Top: A Love Story,4.6,2017,Comedy,Cathryn Michon
Kompromat,7.2,2022,Drama,Jérôme Salle
L'étudiante et Monsieur Henri,6.7,2015,Comedy,Ivan Calbérac
Affinity,6.2,2008,Drama,Tim Fywell
The Docks of New York,7.5,1928,Crime,Josef von Sternberg
Wolf,7.2,2013,Crime,Jim Taihuttu
The Bare Wench Project,3.4,2000,Comedy,Jim Wynorski
Point Blank,4.2,1998,Action,Matt Earl Beesley
Fall Time,5.4,1995,Crime,Paul Warner
Women of the Prehistoric Planet,2.4,1966,Action,Arthur C. Pierce
The Executioners,3.8,2018,Horror,Giorgio Serafini
Cattle Call,3.7,2006,Comedy,Martin Guigui
El Test,6.9,2022,Comedy,Dani de la Orden
Monster High: Welcome to Monster High,5.5,2016,Animation,Jun Falkenstein
The Great Locomotive Chase,6.9,1956,Action,Francis D. Lyon
The 24th Day,6.4,2004,Crime,Tony Piccirillo
The Dark Red,5.1,2018,Mystery,Dan Bush
Anywhere with You,6,2018,Drama,Marco La Via
Chalk It Up,4.5,2016,Comedy,Hisonni Mustafa
Amor Sem Medida,5.3,2021,Comedy,Ale McHaddo
Steptoe & Son,6.5,1972,Comedy,Cliff Owen
No Man's Land,5.2,2017,Thriller,Thomas Rivas
Cry of the City,7.2,1948,Crime,Robert Siodmak
Le gendarme se marie,6.8,1968,Comedy,Jean Girault
17 Miracles,6.2,2011,Adventure,T.C. Christensen
The Centerfold Girls,5.5,1974,Horror,John Peyser
Berserk,5.3,1967,Horror,Jim O'Connolly
Zamani barayé masti asbha,7.7,2000,Drama,Bahman Ghobadi
Silo,5.9,2019,Drama,Marshall Burnette
Unfaithfully Yours,7.5,1948,Comedy,Preston Sturges
Touki-Bouki,7,1973,Drama,Djibril Diop Mambéty
Memorial Valley Massacre,4,1989,Horror,Robert Hughes
Stick Me Up,2,2021,Drama,Greg Galloway
Seven Alone,5.5,1974,Adventure,Earl Bellamy
Love Type D,5.2,2019,Comedy,Sasha Collington
Cold Sweat,4.7,1993,Drama,Gail Harvey
The Magic Flute,6.5,2006,Drama,Kenneth Branagh
Pozitia copilului,7.4,2013,Drama,Cãlin Peter Netzer
Headhunter,6.6,2009,Thriller,Rumle Hammerich
Donne-moi des ailes,7.2,2019,Adventure,Nicolas Vanier
Won Ton Ton: The Dog Who Saved Hollywood,4.7,1976,Comedy,Michael Winner
The Waterdance,6.8,1992,Drama,Neal Jimenez
Psychopaths,4.1,2017,Horror,Mickey Keating
Yonggary,2.6,1999,Action,Hyung-rae Shim
Le grand méchant renard et autres contes...,7.4,2017,Animation,Benjamin Renner
Morons from Outer Space,4.5,1985,Comedy,Mike Hodges
La vie devant soi,7.2,1977,Drama,Moshé Mizrahi
Mr. North,5.9,1988,Comedy,Danny Huston
No Looking Back,5.9,1998,Drama,Edward Burns
The White River Kid,4.7,1999,Action,Arne Glimcher
Zeder,6.1,1983,Horror,Pupi Avati
Les combattants,6.6,2014,Adventure,Thomas Cailley
Hammett,6.4,1982,Crime,Wim Wenders
Madklubben,5.6,2020,Comedy,Barbara Topsøe-Rothenborg
Drengene fra Sankt Petri,7,1991,Drama,Søren Kragh-Jacobsen
Father's Little Dividend,6.5,1951,Comedy,Vincente Minnelli
Act of Violence,7.5,1948,Drama,Fred Zinnemann
Okaruto,6.5,2009,Horror,Kôji Shiraishi
Twisted,4.7,1986,Horror,Adam Holender
The Banker,4.8,1989,Crime,William Webb
The Hand,7.5,2004,Genre,Kar-Wai Wong
Poseidon Rex,2.6,2013,Action,Mark L. Lester
Tôkyô boshoku,8.1,1957,Drama,Yasujirô Ozu
Gott du kannst ein Arsch sein,5.6,2020,Comedy,André Erkau
Känn ingen sorg,7,2013,Drama,Björn Stein
Harmony,5.5,2018,Fantasy,Corey Pearson
Oh! Soo-jung,7,2000,Comedy,Hong Sang-soo
Les vétos,5.9,2019,Comedy,Julie Manoukian
Satan's Sadists,4.7,1969,Action,Al Adamson
Tales of Manhattan,7.3,1942,Comedy,Julien Duvivier
Van Gogh,7.1,1991,Biography,Maurice Pialat
Gekijouban danjon ni deai o motomeru no wa machigatteiru daro ka: Orion no ya,6.8,2019,Animation,Katsushi Sakurabi
Waiting for Godot,7.6,2001,Drama,Michael Lindsay-Hogg
Paris nous appartient,6.7,1961,Drama,Jacques Rivette
Dishonored Lady,6.4,1947,Crime,Robert Stevenson
Squeeze Play,4,1979,Comedy,Lloyd Kaufman
Rich in Love,6.2,1992,Drama,Bruce Beresford
All About the Money,5.4,2017,Action,Blake Freeman
The Lost Son,6.4,1999,Crime,Chris Menges
Buried Child,7.1,2016,Drama,David Horn
Parasomnia,5.1,2008,Horror,William Malone
Mar de fondo,5.6,2020,Drama,Michael Rowe
Heart Beat,5.7,1980,Drama,John Byrum
The Last Seduction II,4.3,1999,Crime,Terry Marcel
Pure Country Pure Heart,6.3,2017,Drama,Damon Santostefano
Crossing Point,5.1,2016,Action,Daniel Zirilli
Antisocial,4.5,2013,Horror,Cody Calahan
Mr In-Between,6.2,2001,Crime,Paul Sarossy
Eva Braun,3.3,2015,Drama,Simone Scafidi
Percy's Progress,3.6,1974,Comedy,Ralph Thomas
Android,5.8,1982,Sci-Fi,Aaron Lipstadt
Erotic Fire of the Unattainable,6.6,2020,Romance,Frank Vitale
Kyôshin,7,2004,Drama,Gakuryû Ishii
Another Tango,5.1,2018,Drama,Sean Michael Beyer
Cinderella and the Secret Prince,4.6,2018,Animation,Lynne Southerland
Broken Horses,5.6,2015,Action,Vidhu Vinod Chopra
Quai des Orfèvres,7.7,1947,Crime,Henri-Georges Clouzot
Pagalpanti,3.2,2019,Action,Anees Bazmee
Ascharyachakit!,5.3,2018,Drama,Samit Kakkad
Benden Ne Olur,5.4,2022,Comedy,Murat Senoy
For the Love of Ruth,8.6,2015,Drama,Christine Swanson
Yowis Ben 3,7.9,2021,Comedy,Fajar Nugros
He Died with a Felafel in His Hand,7,2001,Comedy,Richard Lowenstein
Hate Crime,4.8,2012,Action,James Cullen Bressack
Hold Back the Dawn,7.3,1941,Drama,Mitchell Leisen
Stanno tutti bene,7.7,1990,Drama,Giuseppe Tornatore
Les goûts et les couleurs,5.4,2018,Comedy,Myriam Aziza
Defenseless,5.6,1991,Mystery,Martin Campbell
Balkanski spijun,8.8,1984,Comedy,Bozidar 'Bota' Nikolic
Se sei vivo spara,6.3,1967,Horror,Giulio Questi
Some of Our Stallions,5.3,2021,Comedy,Carson Mell
Hombre mirando al sudeste,7.7,1986,Drama,Eliseo Subiela
The Mansion,5,2013,Thriller,Andrew Robertson
Dominick and Eugene,7,1988,Drama,Robert M. Young
The Thin Pink Line,3.6,1998,Comedy,Michael Irpino
The Happy Ending,6.3,1969,Drama,Richard Brooks
Sint,5.6,2010,Comedy,Dick Maas
Tore tanzt,6.9,2013,Crime,Katrin Gebbe
Open Graves,4.2,2009,Horror,Álvaro de Armiñán
Star Raiders: The Adventures of Saber Raine,3,2017,Adventure,Mark Steven Grove
Prison Girls,3.9,1972,Crime,Tom DeSimone
Crazy Lake,3.6,2016,Comedy,Jason Henne
Made in Abyss: Hôrô Suru Tasogare,7.8,2019,Animation,Masayuki Kojima
Mind-Set,7.8,2022,Comedy,Mikey Murray
Når dyrene drømmer,5.8,2014,Drama,Jonas Alexander Arnby
Beyond the Door III,5.1,1989,Drama,Jeff Kwitny
Entropy,2.5,2022,Drama,Kameron Hale
Prometheus,6.6,1998,Drama,Tony Harrison
From a House on Willow Street,4.7,2016,Action,Alastair Orr
Panique,7.9,1946,Crime,Julien Duvivier
The Stone Angel,6.1,2007,Drama,Kari Skogland
ShadowMarsh,7.1,2022,Drama,Matt Leal
Olsenbanden Junior på cirkus,4.2,2006,Family,Arne Lindtner Næss
Smother,4.6,2008,Comedy,Vince Di Meglio
The 16th Episode,5.3,2018,Horror,Jérôme Cohen-Olivar
With a Song in My Heart,6.8,1952,Biography,Walter Lang
Gypsy 83,6.8,2001,Drama,Todd Stephens
Safe Spaces,5.8,2019,Comedy,Daniel Schechter
Finding Amanda,5.5,2008,Comedy,Peter Tolan
Morgen sind wir frei,6.7,2019,Drama,Hossein Pourseifi
Brain Dead,5.1,2007,Horror,Kevin Tenney
Don't Say Its Name,4.4,2021,Horror,Rueben Martell
Escape 2120,3.3,2020,Adventure,Brian K Bennett
Toys of Terror,3.5,2020,Horror,Nicholas Verso
Passenger: Sugisarishi hibi,6.8,1987,Music,Akiyoshi Kimata
Cross 3,1.9,2019,Action,Paul G. Volk
Hollywood Canteen,7,1944,Comedy,Delmer Daves
Alle Anderen,6.6,2009,Drama,Maren Ade
Pizza Man,3.7,2011,Action,Joe Eckardt
The Gateway,5.5,2018,Sci-Fi,John V. Soto
Yuvarathnaa,6.9,2021,Action,Santhosh Ananddram
Girls Gone Dead,3.5,2012,Comedy,Michael Hoffman Jr.
Kimi no me ga toikaketeiru,7.3,2020,Drama,Takahiro Miki
Biriyaani,7.3,2019,Drama,Sajin Baabu
Hum Dil De Chuke Sanam,7.4,1999,Comedy,Sanjay Leela Bhansali
Sexcula,3.7,1974,Comedy,John Holbrook
Narco Sub,5.9,2021,Action,Shawn Welling
Long fa wei,7.2,1985,Action,Chung-Hsing Chao
Have Dreams Will Travel,7.3,2007,Drama,Brad Isaacs
The Offspring,5.8,1987,Action,Jeff Burr
La pasajera,6,2021,Horror,Raúl Cerezo
Wu sha,6.8,2019,Crime,Sam Quah
Seeing Other People,5.8,2004,Comedy,Wallace Wolodarsky
The Marseille Contract,5.9,1974,Action,Robert Parrish
Mukkabaaz,8,2017,Action,Anurag Kashyap
An Intrusion,4.5,2021,Crime,Nicholas Holland
House on Bare Mountain,3.9,1962,Comedy,Lee Frost
La légion saute sur Kolwezi,5.6,1980,Adventure,Raoul Coutard
Planeta bur,6.3,1962,Adventure,Pavel Klushantsev
Blue City,4.4,1986,Action,Michelle Manning
The Trouble with Mistletoe,6.2,2017,Comedy,Ashley Avis
Boone: The Bounty Hunter,5.5,2017,Action,Robert Kirbyson
The Cat and the Moon,6,2019,Drama,Alex Wolff
Woman Times Seven,5.9,1967,Comedy,Vittorio De Sica
Day of the Evil Gun,6.4,1968,Western,Jerry Thorpe
Just Noise,5.2,2021,Drama,Davide Ferrario
Sprinter,6.1,2018,Drama,Storm Saulter
The Possession of Joel Delaney,5.7,1972,Drama,Waris Hussein
Villa Caprice,5.8,2020,Drama,Bernard Stora
Les biches,6.9,1968,Drama,Claude Chabrol
Chosen,3.4,2021,Comedy,Jason Campbell
Jeune femme,6.5,2017,Comedy,Léonor Serraille
Garbo Talks,6.4,1984,Comedy,Sidney Lumet
Reality Queen!,3.2,2020,Comedy,Steven Jay Bernheim
Combat Wombat,5.2,2020,Animation,Ricard Cussó
The Admirable Crichton,7.1,1957,Adventure,Lewis Gilbert
Night Caller,6.6,2022,Horror,Chad Ferrin
Yin doi hou hap zyun,5.8,1993,Action,Siu-Tung Ching
Örökbefogadás,7.3,1975,Drama,Márta Mészáros
Critical Care,5.9,1997,Comedy,Sidney Lumet
Five Minarets in New York,5.7,2010,Action,Mahsun Kirmizigül
Imagining Argentina,6.1,2003,Drama,Christopher Hampton
Crime d'amour,6.5,2010,Crime,Alain Corneau
Check Point,3.2,2017,Action,Thomas J. Churchill
Pound,6,1970,Fantasy,Robert Downey Sr.
Astérix le Gaulois,6.6,1967,Animation,Ray Goossens
Flakes,5.9,2007,Comedy,Michael Lehmann
Schaste moe,6.8,2010,Drama,Sergey Loznitsa
9-Jun,4.4,2008,Horror,T. Michael Conway
Project Moon Base,3.2,1953,Sci-Fi,Richard Talmadge
Ex,5.7,2020,Comedy,George Markakis
Battle Drone,5.1,2018,Action,Mitch Gould
Knock,6,2017,Comedy,Lorraine Lévy
Ripped,4.7,2017,Comedy,Brad Epstein
The Right Kind of Wrong,6.1,2013,Comedy,Jeremiah S. Chechik
The Rage,4.2,2007,Horror,Robert Kurtzman
The Dramatics: A Comedy,4.6,2015,Comedy,Scott Rodgers
Krabat,6.1,2008,Drama,Marco Kreuzpaintner
I quattro dell'Apocalisse,6.3,1975,Fantasy,Lucio Fulci
Plan 9,4,2015,Comedy,John Johnson
The Scarlet Claw,7.2,1944,Crime,Roy William Neill
Une vie de chat,6.9,2010,Animation,Alain Gagnol
Hell Up in Harlem,5.9,1973,Action,Larry Cohen
Scream for Help,5.8,1984,Horror,Michael Winner
The Last of the High Kings,6.1,1996,Comedy,David Keating
Yeh Saali Aashiqui,7.9,2019,Drama,Cherag Ruparel
Soldiers of Fortune,4.3,2012,Action,Maxim Korostyshevsky
Hijacked,3.8,2012,Action,Brandon Nutt
En ganske snill mann,6.9,2010,Comedy,Hans Petter Moland
Free Enterprise,6.7,1998,Comedy,Robert Meyer Burnett
What's Cooking?,6.9,2000,Comedy,Gurinder Chadha
13 Tzameti,7.3,2005,Crime,Géla Babluani
Don't Give Up the Ship,6.4,1959,Comedy,Norman Taurog
Rathnan Prapancha,8.9,2021,Comedy,Rohith Padaki
Lisbon Story,7.1,1994,Drama,Wim Wenders
Dying Breed,5.3,2008,Horror,Jody Dwyer
Stein,6.8,1991,Drama,Egon Günther
Shi fu,6.8,2015,Action,Haofeng Xu
Overlord,7.1,1975,Drama,Stuart Cooper
Bedtime for Bonzo,5.5,1951,Comedy,Frederick De Cordova
Romeo and Juliet,6.5,1936,Drama,George Cukor
The Wizard of Gore,4.8,2007,Horror,Jeremy Kasten
Cronaca di un amore,7.1,1950,Crime,Michelangelo Antonioni
The Tesseract,5.2,2003,Action,Oxide Chun Pang
The Wizard of Speed and Time,7,1988,Biography,Mike Jittlov
The House on Telegraph Hill,6.9,1951,Crime,Robert Wise
Dirty Weekend,4.9,2015,Comedy,Neil LaBute
Antiquities,5.8,2018,Comedy,Daniel Campbell
Heropanti,5.2,2014,Action,Sabir Khan
Andreaskorset,5.7,2004,Thriller,Martin Asphaug
Space Battleship Yamato,6,2010,Action,Takashi Yamazaki
Silence... Can You Hear It?,6.6,2021,Crime,Aban Bharucha Deohans
El mártir del Calvario,6.6,1952,Drama,Miguel Morayta
Juana la Loca,6.5,2001,Biography,Vicente Aranda
Riff-Raff,7,1991,Comedy,Ken Loach
Raavanan,6.9,2010,Action,Mani Ratnam
The Dead Next Door,5,1989,Horror,J.R. Bookwalter
Zombie High,4.2,1987,Comedy,Ron Link
Lingua Franca,6.5,2019,Drama,Isabel Sandoval
Sound of Noise,7.2,2010,Comedy,Johannes Stjärne Nilsson
Pro Wrestlers vs Zombies,3.3,2014,Action,Cody Knotts
Man with the Screaming Brain,5.4,2005,Comedy,Bruce Campbell
World Gone Wild,5,1987,Action,Lee H. Katzin
Prey of the Chameleon,5,1992,Action,Fleming B. Fuller
The Castaway Cowboy,5.8,1974,Comedy,Vincent McEveety
A nagy füzet,7,2013,Drama,János Szász
The Cool Surface,4.7,1993,Thriller,Erik Greenberg Anjou
The Open Road,5.5,2009,Comedy,Michael Meredith
Shark Huntress,1.6,2021,Action,John Riggins
Mimì metallurgico ferito nell'onore,7.3,1972,Comedy,Lina Wertmüller
Yes ka No ka Hanbun ka,6.9,2020,Animation,Masahiro Takata
Les misérables,7.5,1995,Drama,Claude Lelouch
Maynila sa mga kuko ng liwanag,7.8,1975,Drama,Lino Brocka
22-nenme no kokuhaku: Watashi ga satsujinhan desu,6.8,2017,Drama,Yû Irie
Das merkwürdige Kätzchen,6.6,2013,Comedy,Ramon Zürcher
Route of Acceptance,5.2,2012,Drama,Heather Tobin
Lilting,7.1,2014,Drama,Hong Khaou
Strangeways Here We Come,4.9,2018,Comedy,Chris Green
Treasure Island,5.8,1972,Adventure,Andrea Bianchi
Super Shark,2.5,2011,Action,Fred Olen Ray
The Second Jungle Book: Mowgli & Baloo,4.5,1997,Adventure,Dee McLachlan
The Spaceman and King Arthur,5.1,1979,Adventure,Russ Mayberry
That's What I Am,7,2011,Comedy,Michael Pavone
The Horse in the Gray Flannel Suit,6.2,1968,Comedy,Norman Tokar
Xtro 3: Watch the Skies,3.6,1995,Horror,Harry Bromley Davenport
Walter,5.4,2015,Comedy,Anna Mastro
Simon Killer,6.3,2012,Drama,Antonio Campos
Angel Blade,3.2,2002,Thriller,David Heavener
The Heretics,4.7,2017,Fantasy,Chad Archibald
My Name Is Joe,7.5,1998,Drama,Ken Loach
Clickbait,4.2,2019,Comedy,Michael J. Epstein
Isolation,3.6,2021,Horror,Andrew Kasch
Trafficked: A Parent's Worst Nightmare,3.7,2021,Drama,Joel Paul Reisig
The Stray,5.4,2017,Drama,Mitch Davis
Xiu chun dao,6.6,2014,Action,Yang Lu
Amanece que no es poco,7.4,1989,Comedy,José Luis Cuerda
Namjokeuro Ganda,6.1,2012,Drama,Hee-il Leesong
Los Borgia,6.1,2006,Biography,Antonio Hernández
36.15 code Père Noël,6.4,1989,Action,René Manzor
Azhar,5.8,2016,Biography,Anthony D'Souza
Nam yi nui,6.7,1983,Drama,Clifford Choi
Robby,6,1968,Adventure,Ralph C. Bluemke
Sobre Nós,5.6,2017,Drama,Thiago Cazado
Mafia,5.9,2020,Action,Karthick Naren
Oh Baby...,7.4,2019,Comedy,B.V. Nandini Reddy
Sue,7.1,1997,Drama,Amos Kollek
Heavenly Pursuits,6.1,1986,Comedy,Charles Gormley
For Me and My Gal,7.1,1942,Musical,Busby Berkeley
El periscopio,4.2,1979,Comedy,José Ramón Larraz
Nasty Baby,5.6,2015,Drama,Sebastián Silva
Pressure Point,7.1,1962,Drama,Stanley Kramer
The Manson Family Massacre,2.9,2019,Crime,Andrew Jones
Kozure Ôkami: Oya no kokoro ko no kokoro,7.5,1972,Action,Buichi Saitô
The Work and the Glory,6.5,2004,Romance,Russell Holt
A Sense of Freedom,7,1981,Crime,John Mackenzie
Who's the Man?,5.3,1993,Comedy,Ted Demme
The Angel of Auschwitz,3.5,2019,Drama,Terry Lee Coker
Twilight of the Ice Nymphs,5.8,1997,Fantasy,Guy Maddin
A Gentleman's Game,6.3,2002,Drama,J. Mills Goodloe
Deidra & Laney Rob a Train,6,2017,Comedy,Sydney Freeland
Daimajin,6.7,1966,Drama,Kimiyoshi Yasuda
Midnight,5.5,1934,Crime,Chester Erskine
Abu Omar,6.6,2020,Drama,Roy Krispel
Momo,6.5,1986,Comedy,Johannes Schaaf
Buckshot,6.2,2017,Comedy,Joshua J. Smith
Great Grand Masti,3.7,2016,Comedy,Indra Kumar
Si j'étais un homme,4.9,2017,Comedy,Audrey Dana
Baramnan gajok,6.2,2003,Drama,Im Sang-soo
Oopiri,8,2016,Comedy,Vamshi Paidipally
Dwae-ji-ui wang,6.7,2011,Animation,Sang-ho Yeon
Sex Is Comedy,5.6,2002,Comedy,Catherine Breillat
Trust Nobody,7.9,2021,Drama,Steven Love
La chambre bleue,6.3,2014,Crime,Mathieu Amalric
Petta,7.2,2019,Action,Karthik Subbaraj
Muerto con Gloria,6.5,2021,Comedy,Marcela Matta
Bangla,6.3,2019,Comedy,Phaim Bhuiyan
Domino: Battle of the Bones,3.9,2021,Comedy,Carl Reid
3 Bad Men,7.5,1926,Romance,John Ford
I Am ZoZo,3.2,2012,Horror,Scott Di Lalla
Ernest in the Army,4.4,1998,Family,John R. Cherry III
La chute de l'empire américain,6.9,2018,Comedy,Denys Arcand
Tout simplement noir,6.4,2020,Comedy,John Wax
Adventures of Captain Marvel,7.3,1941,Action,John English
The Dark Divide,6.1,2020,Adventure,Tom Putnam
The Doll Squad,4.2,1973,Action,Ted V. Mikels
When the Party's Over,4.8,1992,Comedy,Matthew Irmas
A Day at the Races,7.5,1937,Comedy,Sam Wood
The Farmer and the Belle: Saving Santaland,6,2020,Comedy,Wes Llewellyn
My Name Is Sara,6.5,2019,Biography,Steven Oritt
The Prince and the Pauper,6.3,1962,Adventure,Don Chaffey
Dancin' Thru the Dark,6.9,1990,Comedy,Mike Ockrent
Pimped,4.9,2018,Crime,David Barker
The Legend of the 7 Golden Vampires,5.8,1974,Action,Cheh Chang
Macao,6.6,1952,Adventure,Mel Ferrer
Benvenuti al sud,6.6,2010,Comedy,Luca Miniero
Fast Break,6,1979,Comedy,Jack Smight
Americano,5.1,2011,Drama,Mathieu Demy
Jambok-geunmu,6.2,2005,Action,K.C. Park
The Key to Sex,4.9,1999,Comedy,John Quinn
Kids in America,5.6,2005,Comedy,Josh Stolberg
Back to the Secret Garden,5.7,2000,Family,Michael Tuchner
The Umbrella Woman,5.7,1987,Drama,Ken Cameron
Race 2,5.3,2013,Action,Abbas Alibhai Burmawalla
Kambakkht Ishq,3.8,2009,Action,Sabir Khan
Pushing Dead,6.5,2016,Comedy,Tom E. Brown
Death of a Virgin and the Sin of Not Living,6.9,2021,Comedy,George Peter Barbari
Dark,3.5,2015,Drama,Nick Basile
Cattle Empire,6.1,1958,Western,Charles Marquis Warren
Attack Force Z,5.4,1981,Action,Tim Burstall
Pineapple,3.7,2008,Drama,Damian Skinner
The Entertainer,7.1,1960,Drama,Tony Richardson
Paraísos Artificiais,6.3,2012,Drama,Marcos Prado
La doppia ora,6.6,2009,Crime,Giuseppe Capotondi
Serpent's Lair,4.2,1995,Horror,Jeffrey Reiner
O Menino e o Mundo,7.5,2013,Animation,Alê Abreu
Le hérisson,7.3,2009,Drama,Mona Achache
Jurassic City,3.3,2015,Action,Sean Cain
The Scarlet Empress,7.5,1934,Drama,Josef von Sternberg
Le journal d'une femme de chambre,7.4,1964,Crime,Luis Buñuel
Miss Conception,4.5,2008,Comedy,Eric Styles
The Rounders,6.1,1965,Comedy,Burt Kennedy
Sweet Sunshine,6.8,2020,Drama,Craig McMahon
BTTF Project 85: The Back to the Future Fan Remake,4.8,2020,Sci-Fi,Ariel Turobiner
Terror by Night,6.8,1946,Crime,Roy William Neill
Under the Skin,6.5,1997,Drama,Carine Adler
Great Day in the Morning,6.4,1956,Western,Jacques Tourneur
Shootout at Lokhandwala,7.1,2007,Action,Apoorva Lakhia
Leprechaun: Origins,3.2,2014,Fantasy,Zach Lipovsky
Maanagaram,8.1,2017,Action,Lokesh Kanagaraj
Weather Girl,5.8,2009,Comedy,Blayne Weaver
Three,5.8,1969,Drama,James Salter
Hangin' with the Homeboys,6.9,1991,Comedy,Joseph B. Vasquez
Busting,6.3,1974,Comedy,Peter Hyams
Santa with Muscles,2.5,1996,Comedy,John Murlowski
Almost Human,4.7,2013,Horror,Joe Begos
Dambo,7.5,2020,Comedy,Dae-gyu Kang
Iftarlik Gazoz,7.4,2016,Comedy,Yüksel Aksu
Vitalina Varela,6.8,2019,Drama,Pedro Costa
The Challenge,6.2,1982,Action,John Frankenheimer
Nasha,3.2,2013,Drama,Amit Saxena
A Horse from Heaven,5.9,2018,Family,David de Vos
ClownTown,3.7,2016,Horror,Tom Nagel
The Chalk Garden,7.2,1964,Drama,Ronald Neame
The Frozen Dead,5,1966,Horror,Herbert J. Leder
La Marca del Demonio,3.2,2020,Horror,Diego Cohen
Company Business,5.6,1991,Action,Nicholas Meyer
Le corps de mon ennemi,6.6,1976,Crime,Henri Verneuil
